Id,Title,Magazines publications,Book publications,Post-conference publications,Equipment,Equipment cost,Equipment count,Manager,Managers title,Unit,Voivodeship
2013/09/N/HS5/00276,Dysproporcjonalność w wyborach rad gmin w 2010 i 2014 roku w Polsce,2,1,3,"licencja na program Stata/IC 12 (bezterminowa, jednostanowiskowa, ze zniżką akademicką)",1537,1,Adam Gendźwiłł,dr,"Uniwersytet Warszawski, Wydział Geografii i Studiów Regionalnych",mazowieckie
2013/09/N/HS4/03766,Prognozowanie inflacji na podstawie modeli DSGE w realizacji celu inflacyjnego w wybranych bankach centralnych,3,1,0,Laptop,5350,1,Karolina Tura-Gawron,dr,"Politechnika Gdańska, Wydział Zarządzania i Ekonomii",wielkopolskie
2013/09/N/HS4/03868,Struktura organizacyjna jako instrument zarządzania wiedzą w przedsiębiorstwach wysokich technologii,8,2,0,aparat fotograficzny z funkcją nagrywania,4990,1,Sylwia Flaszewska,mgr inż.,"Politechnika Łódzka, Wydział Organizacji i Zarządzania",łódzkie
2013/09/N/HS6/00435,Społeczne mechanizmy pamiętania i zapominania o masowych zabójstwach popełnionych przez Polaków na przedstawicielach innych grup etnicznych. Studium porównawcze dwóch społeczności lokalnych.,4,0,0,,0,0,Mateusz Magierowski,mgr,"Uniwersytet Jagielloński, Wydział Filozoficzny",małopolskie
2013/09/N/HS1/00902,Probabilizm Rudolfa Carnapa.,0,0,0,,0,0,Paweł Pruski,mgr,"Uniwersytet Jagielloński, Wydział Filozoficzny",małopolskie
2013/09/N/HS2/02116,Technika i technologia obrazów caravaggionistów w oparciu o polskie zbiory muzealne.,5,2,7,"Aparat fotograficzny (korpus) - profesjonalna lustrzanka cyfrowa wraz ze sprzętem fotograficznym, Przenośny komputer typu laptop do obróbki grafiki wraz z opragramowaniem",18488,2,Mateusz Jasiński,mgr,"Akademia Sztuk Pięknych w Warszawie, Wydział Konserwacji i Restauracji Dzieł Sztuki",mazowieckie
2013/09/N/HS2/02213,Badania nad konceptualizacją Obcości jako kontynuacji ideologii średniowiecznych w literaturze okresu purytańskiego w Anglii i Ameryce,3,3,0,"netbook z oprogramowaniem MS Windows, monitor, przenośny skaner/aparat, komputer PC",7422,4,Joanna Ludwikowska-Leniec,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Anglistyki",wielkopolskie
2013/09/N/HS3/02621,Wójtowie na Śląsku Cieszyńskim 1864-1918. Studium prozopograficzne,5,3,1,,0,0,Michael Morys-Twarowski,dr,"Uniwersytet Jagielloński, Wydział Historyczny",małopolskie
2013/09/N/HS3/02882,Kleszewo - największa nekropola kultur przeworskiej i wielbarskiej na Mazowszu i Podlasiu. Opracowanie monograficzne cmentarzyska,3,0,2,"Aparat fotograficzny, Program do tworzenia i obróbki grafiki CorelDraw X7 Win PL/ENG (licencja edukacyjna 1-4), Skaner formatu A3, Program do obróbki graficznej Adobe Photoshop CS6",13523,4,Marcin Woźniak,mgr,Muzeum Starożytnego Hutnictwa Mazowieckiego im. Stefana Woydy,mazowieckie
2013/09/N/HS4/03645,Zastosowanie metod hedonicznych do uwzględniania różnic jakości dóbr we wskaźnikach dynamiki cen,9,1,1,Komputer przenośny - laptop (2 szt.),6113,1,Anna Król,mgr,"Uniwersytet Ekonomiczny we Wrocławiu, Wydział Zarządzania, Informatyki i Finansów",dolnośląskie
2013/09/N/HS4/03790,Organizacyjne sposoby radzenia sobie z napięciem między ekonomią daru a logiką rynkową na podstawie przykładu sieci CouchSurfing.,5,0,0,"Laptop z potrzebnym oprogramowaniem, dyktafon",4807,1,Karolina Mikołajewska-Zając,mgr,Akademia Leona Koźmińskiego,mazowieckie
2013/09/N/HS4/03833,Analiza efektywności technicznej i kosztowej gospodarstw rolnych w Polsce w latach 2004 - 2011 - zastosowanie stochastycznych modeli granicznych,0,0,0,,0,0,Andrzej Pisulewski,mgr,"Uniwersytet Ekonomiczny w Krakowie, Wydział Zarządzania",małopolskie
2013/09/N/HS4/03861,Kluczowe czynniki sukcesu organizacji sektora publicznego na przykładzie ośrodków pomocy społecznej,3,1,1,laptop,4865,1,Maria Kotas,mgr,"Uniwersytet Ekonomiczny w Katowicach, Wydział Ekonomii",śląskie
2013/09/N/HS5/00055,Ewolucja układu sił a stabilność regionu Bałkanów Zachodnich w okresie postzimnowojennym,0,0,0,,0,0,Ida Orzechowska,mgr,"Uniwersytet Wrocławski, Wydział Nauk Społecznych",dolnośląskie
2013/09/N/HS5/02934,Prawa socjalne w Unii Europejskiej a granice swobód rynku wewnętrznego,1,1,0,,0,0,Marcin Kiełbasa,dr,"Uniwersytet Jagielloński, Wydział Prawa i Administracji",małopolskie
2013/09/N/HS5/04476,Autorytaryzm wobec liberalizacji gospodarczej po trzeciej fali demokratyzacji - przypadek Egiptu,2,1,0,,0,0,Michał Lipa,mgr,Instytut Kultur Śródziemnomorskich i Orientalnych PAN,mazowieckie
2013/11/N/HS1/04805,Rozgałęziający się czas a semantyka zdań o przygodnej przyszłości,2,0,1,,0,0,Jacek Wawer,dr,"Uniwersytet Jagielloński, Wydział Filozoficzny",małopolskie
2014/13/N/HS3/04602,Chorzy i ułomni we wczesnośredniowiecznej (X-XIII w.) Polsce na przykładzie stanowisk Kałdusa (woj. kujawsko-pomorskie).,5,1,1,"drukarka (laserowa, kolorowa)",550,1,Magdalena Matczak,dr,"UNIWERSYTET MIKOŁAJA KOPERNIKA W TORUNIU, Wydział Biologii i Ochrony Środowiska",kujawsko-pomorskie
2013/11/N/HS1/04812,Recepcja kategorii Wschodu przez polskie środowiska ezoteryczne na przełomie XIX i XX wieku i jej kulturowo-religijne konsekwencje,3,4,0,"komputer (laptop), aparat fotograficzny, karta pamięci, mały statyw do aparatu, skaner ręczny",6974,5,Karolina Hess,mgr,"Uniwersytet Jagielloński, Wydział Filozoficzny",małopolskie
2014/13/N/HS4/02954,Wpływ innowacji na wartość przedsiębiorstw hotelarskich,4,1,1,laptop,3444,1,Dawid Szutowski,mgr,"Uniwersytet Ekonomiczny w Poznaniu, Wydział Gospodarki Międzynarodowej",wielkopolskie
2014/15/N/HS2/03844,Aktorstwo w teatrach studyjnych inspirujących się pracą Jerzego Grotowskiego w Polsce i we Włoszech,2,1,0,"kamera z wbudowaną funkcją robienia zdjęć, laptop z oprogramowaniem",7185,2,Agnieszka Pietkiewicz,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Filologii Polskiej i Klasycznej",wielkopolskie
2014/13/N/HS2/02879,Problematyka technologiczna i konserwatorska budownictwa warownego terenu Państwa Zakonu Krzyżackiego w Prusach (XIII - XV w.). Badania budowy i właściwości cegieł formatowych oraz zapraw murarskich.,1,0,1,Kolorymetr KONICA MINOLTA CR-400 i procesor danych,26937,1,Karolina Witkowska,mgr,"Uniwersytet Mikołaja Kopernika, Wydział Sztuk Pięknych",kujawsko-pomorskie
2013/11/N/HS4/02439,Konkurencyjność celów komercyjnych i dobroczynnych w zarządzaniu przedsiębiorstwami,9,0,1,Mały szybki laptop klasy Ultrabook wraz z oprogramowaniem i akcesoriami,3998,1,Mateusz Rak,mgr,"Wyższa Szkoła Bankowa we Wrocławiu, Wydział Finansów i Zarządzania",dolnośląskie
2014/15/N/HS2/03863,Ruch teatralnej kontrkultury w Polsce z perspektywy jego uczestniczek,3,4,0,,0,0,Katarzyna Kułakowska,dr,"Uniwersytet Warszawski, Wydział Polonistyki",mazowieckie
2014/15/N/HS3/01372,Ikonografia średniowiecznych pieczęci kanoników katedralnych metropolii gnieźnieńskiej,2,2,0,Aparat fotograficzny,2495,1,Ewa Kozaczkiewicz,dr,"Uniwersytet Jagielloński, Wydział Historyczny",małopolskie
2014/13/N/HS3/04441,Instytucje i placówki opieki społecznej dla Żydów w gettach Generalnego Gubernatorstwa w latach 1939-1944,2,0,1,FileMaker Pro 13,1697,1,Aleksandra Bańkowska,mgr,Instytut Historii im. Tadeusza Manteuffla PAN,mazowieckie
2013/11/N/HS5/04212,Wpływ orzeczeń sądowych na dyskrecjonalną władzę administracji publicznej w procesach stosowania prawa,0,10,0,"skaner ręczny, laptop z systemem operacyjnym",4574,2,Adam Szot,dr,"Uniwersytet Marii Curie-Skłodowskiej, Wydział Prawa i Administracji",lubelskie
2014/13/N/HS2/02923,Lwowskie rodziny artystyczne drugiej połowy XVIII stulecia,2,1,2,"obiektyw Nikkor AF-S DX 55-300mm f/4,5-5,6G ED VR, skaner przenośny, dysk zewnętrzny 1 TB (3 szt.)",4263,3,Agata Dworzak,mgr,"Uniwersytet Jagielloński, Wydział Historyczny",małopolskie
2014/13/N/HS3/04630,Północny Ałtaj we wczesnej epoce żelaza - badania wykopaliskowe i analiza źródeł,6,0,2,,0,0,Łukasz Oleszczak,dr,"Uniwersytet Jagielloński, Wydział Historyczny",małopolskie
2015/17/N/HS2/03215,Wpływ opowiadań rodziców na dziecięce rozumienie i użycie terminów mentalnych w obu językach dzieci dwujęzycznych.,0,1,0,,0,0,Karolina Mieszkowska,mgr,"Uniwersytet Warszawski, Wydział Psychologii",mazowieckie
2015/17/N/HS4/00205,"Przepływy wiedzy w klastrach meblarskich w Polsce i na obszarze ""Trzecich Włoch"" oraz ich rola w adaptacji firm do zmian rynkowych wywołanych ogólnoświatowym kryzysem gospodarczym",6,1,2,,0,0,Wojciech Dyba,dr inż.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Geograficznych i Geologicznych",wielkopolskie
2013/11/N/HS1/04815,Rozwój agnostycyzmu w filozofii anglosaskiej od końca XIX do początku XXI wieku,0,0,0,,0,0,Sylwia Wilczewska,mgr,"Katolicki Uniwersytet Lubelski Jana Pawła II, Wydział Filozofii",lubelskie
2013/11/N/HS1/04817,Bezbłędna niezgoda we współczesnych teoriach semantycznych,0,0,0,,0,0,Natalia Karczewska,mgr,"Uniwersytet Warszawski, Wydział Filozofii i Socjologii",mazowieckie
2013/11/N/HS3/04571,Kazania o świętej Jadwidze Śląskiej w rękopisach śląskich późnego średniowiecza,0,0,0,,0,0,Ewelina Kaczor,mgr,"Uniwersytet Jana Kochanowskiego w Kielcach, Wydział Humanistyczny",świętokrzyskie
2013/11/N/HS3/04697,Ekumena ludności kultury trzcinieckiej w Polsce południowo-wschodniej. Studium osadniczo-kulturowe,0,0,0,,0,0,Joanna Adamik,mgr,"Uniwersytet Rzeszowski, Wydział Socjologiczno-Historyczny",podkarpackie
2013/11/N/HS5/04066,Opodatkowanie transgranicznych spadków i darowizn,0,0,0,,0,0,Jan Szczepański,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji",wielkopolskie
2013/11/N/HS6/01122,"Rozszerzenie modelu konsumenckiej asocjacji i dysocjacji - rola lęku, potrzeby wyjątkowości i zagrożenia tożsamości indywidualnej",0,0,0,,0,0,Dariusz Drążkowski,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Społecznych",wielkopolskie
2013/11/N/HS6/01183,"Kształtowanie się uprzedzeń wobec przestrzeni miast podzielonych: rola pamięci miejsca, przywiązania do miejsca, tożsamości lokalnej i narodowej oraz postaw międzygrupowych",0,0,0,,0,0,Anna Wnuk,mgr,"Uniwersytet Warszawski, Wydział Psychologii",mazowieckie
2013/11/N/HS6/01321,Wnioskowanie o cechach wspólnotowych i sprawnościowych na podstawie opisów zachowania innych ludzi,0,0,0,,0,0,Michał Kłosowski,mgr,"Szkoła Wyższa Psychologii Społecznej w Warszawie, Wydział Zamiejscowy w Sopocie",mazowieckie
2015/17/N/HS3/00052,Nadadriatycka odnoga szlaku bursztynowego w epoce brązu.,2,1,1,,0,0,Mateusz Cwaliński,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Historyczny",wielkopolskie
2015/17/N/HS4/02108,Transfer technologii a przewaga konkurencyjna przedsiębiorstw w Polsce,5,0,0,,0,0,Karina Sachpazidu-Wójcicka,dr,"Uniwersytet w Białymstoku, Wydział Ekonomii i Zarządzania",podlaskie
2014/13/N/HS1/00816,Etyka i polityka żałoby w filozofii Jacquesa Derridy,0,0,0,,0,0,Aleksander Kopka,mgr,"Uniwersytet Jagielloński, Wydział Filozoficzny",małopolskie
2015/17/N/HS3/00511,Społeczne konstruowanie glokalnej tożsamości miejsca na przykładzie miejscowości Anjuna (Indie) - wyobrażenia i praktyki,0,0,0,,0,0,Agata Rybus,mgr,"Uniwersytet Warszawski, Wydział Historyczny",mazowieckie
2014/13/N/HS2/02900,Kobieca proza science fiction w Polsce - teoria trzech kręgów,0,0,0,,0,0,Maria Głowacka,mgr,"Uniwersytet Szczeciński, Wydział Filologiczny",zachodniopomorskie
2014/13/N/HS3/04425,Księgi konsystorza kaliskiego z lat 1504-1534,0,0,0,,0,0,Arkadiusz Borek,mgr,Instytut Historii im. Tadeusza Manteuffla PAN,mazowieckie
2014/13/N/HS3/04592,Rekonstrukcja działalności gospodarczej wczesnośredniowiecznych społeczności ludzkich w oparciu o badania zmian kopalnych zbiorowisk roślinnych i ich bioróżnorodności na przykładzie modelowego stanowiska w Radomiu,0,0,0,,0,0,Grzegorz Skrzyński,mgr,Instytut Archeologii i Etnologii PAN,mazowieckie
2014/13/N/HS4/02100,Społeczne budownictwo mieszkaniowe i jego rola w zaspokajaniu potrzeb mieszkaniowych niezamożnych gospodarstw domowych w Polsce.,0,0,0,,0,0,Zuzanna Rataj,mgr,"Uniwersytet Ekonomiczny w Poznaniu, Wydział Ekonomii",wielkopolskie
2014/13/N/HS5/01095,Ocena regulacji zdatności arbitrażowej w prawie polskim - analiza prawnoporównawcza,0,0,0,,0,0,Lidia Sokołowska,mgr,"Uniwersytet Jagielloński, Wydział Studiów Międzynarodowych i Politycznych",małopolskie
2014/13/N/HS5/01137,Przyczynowość jako przesłanka odpowiedzialności karnej. Studium z eksperymentalnej filozofii prawa.,0,0,0,,0,0,Karolina Prochownik,mgr,"Uniwersytet Jagielloński, Wydział Prawa i Administracji",małopolskie
2014/13/N/HS5/01278,Komparatystyka językowa jako narzędzie interpretacyjne Trybunału Sprawiedliwości Unii Europejskiej,0,0,0,,0,0,Karolina Paluszek,mgr,"Uniwersytet Śląski w Katowicach, Wydział Prawa i Administracji",śląskie
2014/15/N/HS2/03858,Performans postmedialny. Współczesny kontekst technologiczny działań performatywnych.,0,0,0,,0,0,Małgorzata Dancewicz-Pawlik,mgr,"Uniwersytet Wrocławski, Wydział Nauk Historycznych i Pedagogicznych, Wydział Nauk Historycznych i Pedagogicznych",dolnośląskie
2014/15/N/HS6/04129,Gminy wobec zagrożeń naturalnych. Zdolność samorządów w Polsce do radzenia sobie z zagrożeniami naturalnymi.,0,0,0,,0,0,Adam Choryński,mgr,Instytut Środowiska Rolniczego i Leśnego Polskiej Akademii Nauk,wielkopolskie
2015/17/N/HS6/02897,Rola ukierunkowania regulacyjnego osoby i kultury organizacyjnej oraz projektowania pracy w reagowaniu na zmianę organizacyjną.,0,0,0,,0,0,Marta Roczniewska,mgr,"SWPS Uniwersytet Humanistycznospołeczny w Warszawie, Wydział Zamiejscowy w Sopocie, Wydział Zamiejscowy w Sopocie",pomorskie
2015/17/N/HS3/00158,Dynamika osadnictwa schyłkowopaleolitycznego w zachodniej części Północnego Podkarpacia,0,0,0,,0,0,Damian Stefański,mgr,"Uniwersytet Jagielloński, Wydział Historyczny, Wydział Historyczny",małopolskie
2015/17/N/HS4/01529,Analiza zmian pozycji konkurencyjnej nowych państw członkowskich w handlu zagranicznym po akcesji do UE,0,0,0,,0,0,Wojciech Polan,mgr,"Uniwersytet Ekonomiczny w Krakowie, Wydział Ekonomii i Stosunków Międzynarodowych, Wydział Ekonomii i Stosunków Międzynarodowych",małopolskie
2015/19/N/HS2/03395,Prozodycznie uwarunkowana wariacja fonetyczna w języku polskim,0,0,0,,0,0,Ewelina Wojtkowiak,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Anglistyki",wielkopolskie
2015/19/N/HS2/03430,Pomiędzy pamięcią a archiwum. Film amatorski w Polsce 1956-1981 w świetle relacji filmowców-amatorów oraz polityki archiwów,0,0,0,,0,0,Paulina Haratyk,mgr,"Uniwersytet Jagielloński, Wydział Zarządzania i Komunikacji Społecznej",małopolskie
2015/19/N/HS2/03503,"Od złoża do palety malarza: pozyskiwanie i szlaki handlowe azurytu, malachitu i smalty na obecnym terytorium Polski (XVI-XVIII w.)",1,0,0,,0,0,Sylwia Svorová Pawełkowicz,mgr,"Uniwersytet Warszawski, Wydział Chemii",mazowieckie
2015/19/N/HS3/02153,Południowe Pomieszczenie Amona w świątyni Hatszepsut w Deir el-Bahari - opracowanie oraz przygotowanie do publikacji,1,0,0,,0,0,Katarzyna Kapiec,mgr,Instytut Kultur Śródziemnomorskich i Orientalnych Polskiej Akademii Nauk,mazowieckie
2015/19/N/HS3/02471,Tomasz Czapski herbu Leliwa (1711-1784). Życie i działalność,4,0,0,,0,0,Mikołaj Tomaszewski,mgr,"Uniwersytet Mikołaja Kopernika, Wydział Nauk Historycznych",kujawsko-pomorskie
2015/19/N/HS4/00359,Konflikty społeczne a obszary chronione. Rola formy ochrony przyrody.,4,0,0,,0,0,Marcin Rechciński,mgr,"Uniwersytet Jagielloński, Wydział Geografii i Geologii",małopolskie
2015/19/N/HS4/02586,Ekologizacja miast w Polsce w świetle wybranych parametrów zrównoważonego rozwoju,0,0,0,,0,0,Aleksandra Lewandowska,mgr,"Uniwersytet Mikołaja Kopernika, Wydział Nauk o Ziemi, Wydział Nauk o Ziemi",kujawsko-pomorskie
2015/19/N/HS4/03031,Środowiskowa ocena i rachunek kosztów cyklu życia produkcji roślin zbożowych w różnych systemach uprawy roli,1,0,1,,0,0,Małgorzata Holka,dr inż.,Instytut Środowiska Rolniczego i Leśnego Polskiej Akademii Nauk,wielkopolskie
2015/19/N/HS5/00028,Rywalizacja międzynarodowa w dyskursie publicznym w Kirgistanie (2001-2014),0,0,0,,0,0,Oliwia Piskowska,mgr,"Uniwersytet Warszawski, Wydział Nauk Politycznych i Studiów Międzynarodowych",mazowieckie
2015/19/N/HS5/01229,Sekurytyzacja kryzysu imigracyjnego w Unii Europejskiej. Krytyczna analiza interakcji dyskursywnych i narracji bezpieczeństwa,0,1,0,,0,0,Maciej Stępka,mgr,"Uniwersytet Jagielloński, Wydział Studiów Międzynarodowych i Politycznych",małopolskie
2015/19/N/HS5/01231,Wyczerpanie prawa autorskiego w dobie społeczeństwa informacyjnego,1,0,0,,0,0,Anna Wójcik,mgr,"Uniwersytet Jagielloński, Wydział Prawa i Administracji",małopolskie
2015/19/N/HS5/03309,Ochrona interesów akcjonariuszy mniejszościowych w przypadku rezygnacji ze statusu spółki giełdowej. Analiza polskich regulacji w kontekście przepisów europejskich,0,0,0,,0,0,Magdalena Zmysłowska,mgr,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Wydział Prawa i Administracji",mazowieckie
2015/19/N/HS5/03316,Pozycja prawna Kościoła narodowego. Kościół anglikański w sferze stosunków państwo-kościół i na arenie międzynarodowej.,0,1,0,,0,0,Igor Kilanowski,mgr,"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie, Wydział Prawa Kanonicznego",mazowieckie
2015/19/N/HS6/00783,Społeczny konflikt o prawa własności intelektualnej na przykładzie polskich dyskursów na temat prawa autorskiego,0,0,0,,0,0,Ewa Radomska,mgr,"Uniwersytet Jagielloński, Wydział Filozoficzny",małopolskie
2015/19/N/HS6/03236,Wpływ preferencji muzycznych na zjawisko muzycznej analgezji,1,0,0,,0,0,Krzysztof Basiński,mgr,"Gdański Uniwersytet Medyczny, Wydział Nauk o Zdrowiu z Oddziałem Pielęgniarstwa i Instytutem Medycyny Morskiej i Tropikalnej",pomorskie
2016/21/N/HS2/02608,Fonologia języka staroangielskiego i języków brytańskich w okresie V-XI wiek n.e. w świetle teorii kontaktów językowych,0,0,0,,0,0,Agnieszka Zajączkowska,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Anglistyki",wielkopolskie
2016/21/N/HS2/02676,"Reprezentacja muzyczna we współczesnej estetyce, filozofii i semiotyce. Twórczość Arnolda Schoenberga wobec kategorii reprezentacji.",0,0,0,,0,0,Iwona Sowińska-Fruhtrunk,mgr,"Akademia Muzyczna w Krakowie, Wydział I Twórczości, Interpretacji i Edukacji Muzycznej, Wydział I Twórczości, Interpretacji i Edukacji Muzycznej",małopolskie
2016/21/N/HS3/00904,"""Władze PRL wobec kryzysów w stosunkach między Stanami Zjednoczonymi a Iranem 1979-1989""",2,0,0,,0,0,Ewa Maj,dr,"Uniwersytet Wrocławski, Wydział Nauk Historycznych i Pedagogicznych",dolnośląskie
2016/21/N/HS3/02926,Sycylijskie narzędzia włókiennicze z epoki brązu: opracowanie zabytków i studia porównawcze nad ich funkcjonalnością,0,0,0,,0,0,Katarzyna Żebrowska,mgr,"Uniwersytet Warszawski, Wydział Historyczny, Wydział Historyczny",mazowieckie
2016/21/N/HS3/02935,Informacje w getcie warszawskim: źródła i znaczenia,1,0,0,,0,0,Maria Ferenc Piotrowska,mgr,"Uniwersytet Warszawski, Wydział Filozofii i Socjologii",mazowieckie
2016/21/N/HS4/02094,Rozwój modeli hybrydowych w kontekście wyceny dóbr nierynkowych,0,0,0,,0,0,Wiktor Budziński,mgr,"Uniwersytet Warszawski, Wydział Nauk Ekonomicznych",mazowieckie
2016/21/N/HS4/02109,Samo-selekcja w wyborze przyszłego zawodu: rola rodziców,0,0,0,,0,0,Magdalena Smyk-Szymańska,dr,"Uniwersytet Warszawski, Wydział Nauk Ekonomicznych",mazowieckie
2016/21/N/HS4/02839,Komunikacja w zarządach firm sektora usług- w kontekście obecności ekspatów oraz zarządzania różnorodnością.,0,0,0,,0,0,Anna Olszewska,dr,Akademia Leona Koźmińskiego,mazowieckie
